date,state,district,pincode,demo_age_5_17,demo_age_17_plus
2025-12-09,Bihar,Begusarai,851204,0,4
2025-12-09,Bihar,Begusarai,851211,4,56
2025-12-09,Bihar,Begusarai,851225,0,4
2025-12-09,Bihar,Bhagalpur,812003,0,9
2025-12-09,Bihar,Bhagalpur,813201,0,14
2025-12-09,Bihar,Bhagalpur,813210,3,54
2025-12-09,Bihar,Bhojpur,802155,0,20
2025-12-09,Bihar,Bhojpur,802157,2,16
2025-12-09,Bihar,Bhojpur,802158,8,71
2025-12-09,Bihar,Bhojpur,802301,3,90
2025-12-09,Bihar,Bhojpur,802302,0,9
2025-12-09,Bihar,Bhojpur,802314,1,18
2025-12-09,Bihar,Bhojpur,841312,3,3
2025-12-09,Bihar,Buxar,802113,1,13
2025-12-09,Bihar,Buxar,802114,2,38
2025-12-09,Bihar,Buxar,802120,1,14
2025-12-09,Bihar,Darbhanga,846002,2,20
2025-12-09,Bihar,Darbhanga,846006,0,14
2025-12-09,Bihar,Darbhanga,847102,1,2
2025-12-09,Bihar,Darbhanga,847301,5,33
2025-12-09,Bihar,Darbhanga,847304,3,17
2025-12-09,Bihar,Darbhanga,848207,1,7
2025-12-09,Bihar,Darbhanga,848209,3,25
2025-12-09,Bihar,East Champaran,845302,8,102
2025-12-09,Bihar,East Champaran,845303,6,103
2025-12-09,Bihar,East Champaran,845315,4,39
2025-12-09,Bihar,East Champaran,845419,0,1
2025-12-09,Bihar,East Champaran,845428,1,28
2025-12-09,Bihar,East Champaran,845433,4,103
2025-12-09,Bihar,East Champaran,845457,2,32
2025-12-09,Bihar,Gaya,804435,0,1
2025-12-09,Bihar,Gaya,805131,5,50
2025-12-09,Bihar,Gaya,823003,8,91
2025-12-09,Bihar,Gaya,824210,4,18
2025-12-09,Bihar,Gaya,824235,5,32
2025-12-09,Bihar,Gaya,824236,8,58
2025-12-09,Bihar,Gopalganj,841407,0,38
2025-12-09,Bihar,Gopalganj,841427,1,52
2025-12-09,Bihar,Gopalganj,841505,1,41
2025-12-09,Bihar,Jamui,811303,2,43
2025-12-09,Bihar,Jamui,811310,1,0
2025-12-09,Bihar,Jamui,811312,7,37
2025-12-09,Bihar,Jamui,811315,3,41
2025-12-09,Bihar,Jehanabad,804423,1,8
2025-12-09,Bihar,Jehanabad,804452,0,4
2025-12-09,Bihar,Kaimur (Bhabua),802132,4,31
2025-12-09,Bihar,Kaimur (Bhabua),821101,3,69
2025-12-09,Bihar,Kaimur (Bhabua),821106,4,89
2025-12-09,Bihar,Katihar,854103,1,55
2025-12-09,Bihar,Katihar,854105,6,120
2025-12-09,Bihar,Katihar,854113,4,75
2025-12-09,Bihar,Katihar,854114,2,64
2025-12-09,Bihar,Katihar,855102,5,82
2025-12-09,Bihar,Katihar,855113,5,118
2025-12-09,Bihar,Khagaria,851202,3,12
2025-12-09,Bihar,Khagaria,851204,8,127
2025-12-09,Bihar,Khagaria,851212,5,49
2025-12-09,Bihar,Khagaria,851213,1,36
2025-12-09,Bihar,Khagaria,851214,9,55
2025-12-09,Bihar,Khagaria,851215,1,14
2025-12-09,Bihar,Khagaria,851220,2,4
2025-12-09,Bihar,Kishanganj,855107,7,149
2025-12-09,Bihar,Kishanganj,855108,3,78
2025-12-09,Bihar,Kishanganj,855116,5,95
2025-12-09,Bihar,Kishanganj,855117,2,98
2025-12-09,Bihar,Lakhisarai,811112,0,11
2025-12-09,Bihar,Lakhisarai,811302,3,52
2025-12-09,Bihar,Lakhisarai,811304,0,2
2025-12-09,Bihar,Lakhisarai,811310,3,52
2025-12-09,Bihar,Madhepura,852101,7,109
2025-12-09,Bihar,Madhepura,852116,2,50
2025-12-09,Bihar,Madhepura,852219,0,2
2025-12-09,Bihar,Madhubani,847102,1,31
2025-12-09,Bihar,Madhubani,847211,3,31
2025-12-09,Bihar,Madhubani,847213,1,20
2025-12-09,Bihar,Madhubani,847215,0,10
2025-12-09,Bihar,Madhubani,847222,4,34
2025-12-09,Bihar,Madhubani,847229,4,56
2025-12-09,Bihar,Madhubani,847403,4,26
2025-12-09,Bihar,Madhubani,847452,1,15
2025-12-09,Bihar,Monghyr,811202,0,1
2025-12-09,Bihar,Monghyr,811211,0,1
2025-12-09,Bihar,Munger,811211,14,86
2025-12-09,Bihar,Munger,811212,3,32
2025-12-09,Bihar,Munger,811214,0,52
2025-12-09,Bihar,Munger,813221,3,2
2025-12-09,Bihar,Munger,813321,4,69
2025-12-09,Bihar,Muzaffarpur,843106,0,23
2025-12-09,Bihar,Muzaffarpur,843121,4,29
2025-12-09,Bihar,Muzaffarpur,843123,3,29
2025-12-09,Bihar,Muzaffarpur,843144,0,3
2025-12-09,Bihar,Muzaffarpur,843146,0,9
2025-12-09,Bihar,Muzaffarpur,843161,1,3
2025-12-09,Bihar,Muzaffarpur,843165,2,12
2025-12-09,Bihar,Muzaffarpur,843360,0,12
2025-12-09,Bihar,Muzaffarpur,844111,1,10
2025-12-09,Bihar,Muzaffarpur,844120,0,40
2025-12-09,Bihar,Nalanda,803101,10,163
2025-12-09,Bihar,Nalanda,803110,4,94
2025-12-09,Bihar,Nawada,805106,4,47
2025-12-09,Bihar,Nawada,805109,2,32
2025-12-09,Bihar,Nawada,805123,3,27
2025-12-09,Bihar,Nawada,805125,2,71
2025-12-09,Bihar,Nawada,805141,0,12
2025-12-09,Bihar,Patna,800011,1,24
2025-12-09,Bihar,Patna,800023,0,10
2025-12-09,Bihar,Patna,800111,4,40
2025-12-09,Bihar,Patna,803201,6,93
2025-12-09,Bihar,Patna,803212,6,80
2025-12-09,Bihar,Patna,803301,1,18
2025-12-09,Bihar,Patna,803307,0,5
2025-12-09,Bihar,Purba Champaran,845304,0,1
2025-12-09,Bihar,Purba Champaran,845416,0,2
2025-12-09,Bihar,Purnea,854301,0,12
2025-12-09,Bihar,Purnia,854101,4,25
2025-12-09,Bihar,Purnia,854102,0,30
2025-12-09,Bihar,Purnia,854202,3,75
2025-12-09,Bihar,Purnia,854204,10,155
2025-12-09,Bihar,Rohtas,802212,6,80
2025-12-09,Bihar,Rohtas,802214,1,28
2025-12-09,Bihar,Rohtas,802215,5,93
2025-12-09,Bihar,Rohtas,802216,0,5
2025-12-09,Bihar,Rohtas,802217,1,34
2025-12-09,Bihar,Rohtas,802218,2,45
2025-12-09,Bihar,Rohtas,802221,0,6
2025-12-09,Bihar,Rohtas,821113,7,101
2025-12-09,Bihar,Rohtas,821307,3,40
2025-12-09,Bihar,Rohtas,821309,2,29
2025-12-09,Bihar,Saharsa,852110,0,3
2025-12-09,Bihar,Saharsa,852121,2,3
2025-12-09,Bihar,Saharsa,852129,4,41
2025-12-09,Bihar,Saharsa,852221,2,35
2025-12-09,Bihar,Samastipur,847105,1,11
2025-12-09,Bihar,Samastipur,848131,3,44
2025-12-09,Bihar,Samastipur,848133,1,25
2025-12-09,Bihar,Samastipur,848206,1,28
2025-12-09,Bihar,Samastipur,848209,3,88
2025-12-09,Bihar,Saran,841202,3,17
2025-12-09,Bihar,Saran,841207,6,58
2025-12-09,Bihar,Saran,841209,1,23
2025-12-09,Bihar,Saran,841211,2,37
2025-12-09,Bihar,Saran,841214,1,14
2025-12-09,Bihar,Saran,841216,1,24
2025-12-09,Bihar,Saran,841218,0,7
2025-12-09,Bihar,Saran,841222,1,24
2025-12-09,Bihar,Saran,841302,0,5
2025-12-09,Bihar,Saran,841311,7,50
2025-12-09,Bihar,Saran,841312,0,1
2025-12-09,Bihar,Saran,841402,1,30
2025-12-09,Bihar,Saran,841403,6,48
2025-12-09,Bihar,Saran,841417,7,84
2025-12-09,Bihar,Saran,841443,1,23
2025-12-09,Bihar,Saran,841460,1,16
2025-12-09,Bihar,Sheikhpura,811315,0,1
2025-12-09,Bihar,Sheohar,843316,0,21
2025-12-09,Bihar,Sitamarhi,843117,3,32
2025-12-09,Bihar,Sitamarhi,843314,10,86
2025-12-09,Bihar,Sitamarhi,843318,3,24
2025-12-09,Bihar,Sitamarhi,843331,12,90
2025-12-09,Bihar,Siwan,841203,2,19
2025-12-09,Bihar,Siwan,841210,3,22
2025-12-09,Bihar,Siwan,841236,7,23
2025-12-09,Bihar,Siwan,841416,2,24
2025-12-09,Bihar,Siwan,841420,0,4
2025-12-09,Bihar,Siwan,841435,2,31
2025-12-09,Bihar,Siwan,841507,4,20
2025-12-09,Bihar,Supaul,852108,0,26
2025-12-09,Bihar,Supaul,852112,0,3
2025-12-09,Bihar,Supaul,852123,0,2
2025-12-09,Bihar,Supaul,852138,0,36
2025-12-09,Bihar,Vaishali,843102,0,13
2025-12-09,Bihar,Vaishali,843105,0,1
2025-12-09,Bihar,Vaishali,844111,1,40
2025-12-09,Bihar,Vaishali,844112,3,29
2025-12-09,Bihar,Vaishali,844118,3,45
2025-12-09,Bihar,Vaishali,844121,4,37
2025-12-09,Bihar,Vaishali,844124,2,18
2025-12-09,Bihar,Vaishali,844134,3,10
2025-12-09,Bihar,Vaishali,844139,1,11
2025-12-09,Bihar,Vaishali,844503,10,55
2025-12-09,Bihar,West Champaran,845101,5,85
2025-12-09,Bihar,West Champaran,845102,0,9
2025-12-09,Bihar,West Champaran,845105,8,127
2025-12-09,Bihar,West Champaran,845438,17,275
2025-12-10,Bihar,Bhagalpur,813222,4,54
2025-12-10,Bihar,Bhagalpur,853203,0,21
2025-12-10,Bihar,Bhojpur,802152,4,54
2025-12-10,Bihar,Bhojpur,802155,3,27
2025-12-10,Bihar,Bhojpur,802158,5,61
2025-12-10,Bihar,Bhojpur,802163,1,24
2025-12-10,Bihar,Bhojpur,802201,3,47
2025-12-10,Bihar,Bhojpur,802202,0,21
2025-12-10,Bihar,Bhojpur,802352,0,1
2025-12-10,Bihar,Buxar,802101,5,44
2025-12-10,Bihar,Buxar,802112,14,51
2025-12-10,Bihar,Buxar,802119,4,61
2025-12-10,Bihar,Buxar,802129,3,53
2025-12-10,Bihar,Buxar,802130,6,26
2025-12-10,Bihar,Buxar,802133,10,64
2025-12-10,Bihar,Buxar,802136,0,2
2025-12-10,Bihar,Darbhanga,847103,3,41
2025-12-10,Bihar,Darbhanga,847303,0,25
2025-12-10,Bihar,Darbhanga,847403,0,3
2025-12-10,Bihar,Darbhanga,847427,1,61
2025-12-10,Bihar,Darbhanga,847428,1,13
2025-12-10,Bihar,East Champaran,845401,10,147
2025-12-10,Bihar,East Champaran,845411,4,47
2025-12-10,Bihar,East Champaran,845413,1,29
2025-12-10,Bihar,East Champaran,845417,6,46
2025-12-10,Bihar,East Champaran,845431,1,31
2025-12-10,Bihar,East Champaran,845434,0,27
2025-12-10,Bihar,East Champaran,845457,2,33
2025-12-10,Bihar,Gaya,804424,1,24
2025-12-10,Bihar,Gaya,805109,1,7
2025-12-10,Bihar,Gaya,824205,5,32
2025-12-10,Bihar,Gaya,824206,4,50
2025-12-10,Bihar,Gaya,824208,0,13
2025-12-10,Bihar,Gaya,824219,0,1
2025-12-10,Bihar,Gaya,824234,2,8
2025-12-10,Bihar,Gaya,824236,12,80
2025-12-10,Bihar,Gaya,824237,6,44
2025-12-10,Bihar,Gopalganj,841405,3,75
2025-12-10,Bihar,Gopalganj,841407,1,28
2025-12-10,Bihar,Gopalganj,841427,4,48
2025-12-10,Bihar,Gopalganj,841438,3,69
2025-12-10,Bihar,Jamui,811303,5,59
2025-12-10,Bihar,Jamui,811313,1,13
2025-12-10,Bihar,Jamui,811317,3,48
2025-12-10,Bihar,Jehanabad,804421,0,4
2025-12-10,Bihar,Jehanabad,804434,0,7
2025-12-10,Bihar,Kaimur (Bhabua),802132,4,41
2025-12-10,Bihar,Kaimur (Bhabua),821108,4,42
2025-12-10,Bihar,Katihar,854101,3,33
2025-12-10,Bihar,Katihar,854105,5,108
2025-12-10,Bihar,Katihar,854109,0,1
2025-12-10,Bihar,Katihar,854114,6,56
2025-12-10,Bihar,Katihar,854116,2,94
2025-12-10,Bihar,Katihar,854317,4,160
2025-12-10,Bihar,Kishanganj,854333,0,3
2025-12-10,Bihar,Kishanganj,855107,9,156
2025-12-10,Bihar,Kishanganj,855117,1,126
2025-12-10,Bihar,Madhepura,852128,8,120
2025-12-10,Bihar,Madhubani,847122,1,29
2025-12-10,Bihar,Madhubani,847225,2,62
2025-12-10,Bihar,Madhubani,847236,6,36
2025-12-10,Bihar,Madhubani,847240,2,26
2025-12-10,Bihar,Madhubani,847304,5,43
2025-12-10,Bihar,Madhubani,847305,1,9
2025-12-10,Bihar,Madhubani,847421,4,43
2025-12-10,Bihar,Madhubani,847452,1,24
2025-12-10,Bihar,Munger,813201,1,36
2025-12-10,Bihar,Munger,813212,1,19
2025-12-10,Bihar,Muzaffarpur,842005,2,1
2025-12-10,Bihar,Muzaffarpur,843107,0,22
2025-12-10,Bihar,Muzaffarpur,843118,3,60
2025-12-10,Bihar,Muzaffarpur,843125,5,86
2025-12-10,Bihar,Muzaffarpur,843146,0,8
2025-12-10,Bihar,Muzaffarpur,843153,0,1
2025-12-10,Bihar,Nalanda,801306,1,25
2025-12-10,Bihar,Nalanda,803117,1,45
2025-12-10,Bihar,Nalanda,803202,0,1
2025-12-10,Bihar,Nalanda,803213,1,5
2025-12-10,Bihar,Nalanda,805105,3,15
2025-12-10,Bihar,Nawada,805103,4,54
2025-12-10,Bihar,Nawada,805106,4,53
2025-12-10,Bihar,Nawada,805109,4,37
2025-12-10,Bihar,Nawada,805111,2,23
2025-12-10,Bihar,Nawada,805112,2,21
2025-12-10,Bihar,Nawada,805124,3,51
2025-12-10,Bihar,Nawada,805128,0,6
2025-12-10,Bihar,Patna,800010,1,5
2025-12-10,Bihar,Patna,800018,0,3
2025-12-10,Bihar,Patna,801102,2,32
2025-12-10,Bihar,Patna,801105,3,38
2025-12-10,Bihar,Patna,801108,4,69
2025-12-10,Bihar,Patna,801110,4,60
2025-12-10,Bihar,Patna,801112,7,21
2025-12-10,Bihar,Patna,801506,2,9
2025-12-10,Bihar,Patna,803110,2,12
2025-12-10,Bihar,Patna,803203,0,5
2025-12-10,Bihar,Patna,803206,0,4
2025-12-10,Bihar,Patna,803211,4,26
2025-12-10,Bihar,Patna,803307,1,7
2025-12-10,Bihar,Patna,804423,1,3
2025-12-10,Bihar,Patna,804426,1,12
2025-12-10,Bihar,Patna,804452,14,98
2025-12-10,Bihar,Patna,804453,17,140
2025-12-10,Bihar,Patna,804454,4,20
2025-12-10,Bihar,Purba Champaran,845416,0,2
2025-12-10,Bihar,Purba Champaran,845422,0,1
2025-12-10,Bihar,Purnea,854337,0,6
2025-12-10,Bihar,Purnia,854101,3,30
2025-12-10,Bihar,Purnia,854203,7,86
2025-12-10,Bihar,Purnia,854204,8,187
2025-12-10,Bihar,Purnia,854325,3,20
2025-12-10,Bihar,Purnia,854337,3,31
2025-12-10,Bihar,Rohtas,802212,3,58
2025-12-10,Bihar,Rohtas,802214,4,49
2025-12-10,Bihar,Rohtas,802226,0,5
2025-12-10,Bihar,Rohtas,821301,0,39
2025-12-10,Bihar,Rohtas,821309,2,27
2025-12-10,Bihar,Saharsa,852110,1,3
2025-12-10,Bihar,Saharsa,852210,0,5
2025-12-10,Bihar,Saharsa,852217,4,20
2025-12-10,Bihar,Samastipur,847301,4,39
2025-12-10,Bihar,Samastipur,848101,5,106
2025-12-10,Bihar,Samastipur,848122,1,47
2025-12-10,Bihar,Samastipur,848125,4,39
2025-12-10,Bihar,Samastipur,848131,3,36
2025-12-10,Bihar,Samastipur,848220,0,4
2025-12-10,Bihar,Samastipur,848503,8,65
2025-12-10,Bihar,Samastipur,848504,3,86
2025-12-10,Bihar,Samastipur,848505,7,53
2025-12-10,Bihar,Saran,841101,3,84
2025-12-10,Bihar,Saran,841202,1,23
2025-12-10,Bihar,Saran,841214,1,13
2025-12-10,Bihar,Saran,841221,0,42
2025-12-10,Bihar,Saran,841421,0,19
2025-12-10,Bihar,Saran,841424,7,45
2025-12-10,Bihar,Sheikhpura,811101,2,63
2025-12-10,Bihar,Sheikhpura,811102,3,14
2025-12-10,Bihar,Sheikpura,811105,0,2
2025-12-10,Bihar,Sitamarhi,843313,1,53
2025-12-10,Bihar,Sitamarhi,843326,5,24
2025-12-10,Bihar,Sitamarhi,843327,7,85
2025-12-10,Bihar,Sitamarhi,843334,0,1
2025-12-10,Bihar,Siwan,841203,2,16
2025-12-10,Bihar,Siwan,841226,14,125
2025-12-10,Bihar,Siwan,841234,1,25
2025-12-10,Bihar,Siwan,841237,0,13
2025-12-10,Bihar,Siwan,841239,6,51
2025-12-10,Bihar,Siwan,841417,1,8
2025-12-10,Bihar,Siwan,841420,0,3
2025-12-10,Bihar,Siwan,841502,3,9
2025-12-10,Bihar,Siwan,841506,4,41
2025-12-10,Bihar,Supaul,852131,6,99
2025-12-10,Bihar,Supaul,854340,2,21
2025-12-10,Bihar,Vaishali,844102,3,62
2025-12-10,Bihar,Vaishali,844113,3,35
2025-12-10,Bihar,Vaishali,844114,3,66
2025-12-10,Bihar,Vaishali,844115,3,19
2025-12-10,Bihar,Vaishali,844504,6,95
2025-12-10,Bihar,Vaishali,844505,4,77
2025-12-10,Bihar,West Champaran,845102,0,5
2025-12-10,Bihar,West Champaran,845307,5,68
2025-12-10,Bihar,West Champaran,845449,2,111
2025-12-10,Bihar,West Champaran,845450,8,70
2025-12-10,Bihar,Araria,854102,1,14
2025-12-10,Bihar,Araria,854316,2,37
2025-12-10,Bihar,Araria,854327,0,5
2025-12-10,Bihar,Araria,854333,4,84
2025-12-10,Bihar,Araria,854335,1,42
2025-12-10,Bihar,Arwal,804423,4,10
2025-12-10,Bihar,Arwal,804426,1,15
2025-12-10,Bihar,Aurangabad,824122,10,43
2025-12-10,Bihar,Aurangabad,824216,0,6
2025-12-10,Bihar,Aurangabad,824301,7,67
2025-12-10,Bihar,Aurangabad,824302,0,11
2025-12-10,Bihar,Banka,813103,5,53
2025-12-10,Bihar,Banka,813108,0,6
2025-12-10,Bihar,Banka,813109,2,51
2025-12-10,Bihar,Banka,813125,0,3
2025-12-10,Bihar,Banka,813211,3,71
2025-12-10,Bihar,Banka,814131,1,9
2025-12-10,Bihar,Begusarai,848201,10,66
2025-12-10,Bihar,Begusarai,848204,4,51
2025-12-10,Bihar,Begusarai,851122,1,11
2025-12-10,Bihar,Begusarai,851132,1,22
2025-12-10,Bihar,Begusarai,851218,6,32
2025-12-10,Bihar,Bhagalpur,812005,5,81
2025-12-10,Bihar,Bhagalpur,812007,0,1
2025-12-10,Bihar,Bhagalpur,813105,3,55
2025-12-10,Bihar,Bhagalpur,813129,1,3
2025-12-10,Bihar,Bhagalpur,813209,6,70
2025-12-12,Bihar,Araria,854304,0,1
2025-12-12,Bihar,Araria,854316,0,37
2025-12-12,Bihar,Araria,854318,13,174
2025-12-12,Bihar,Araria,854335,4,42
2025-12-12,Bihar,Araria,855107,0,1
2025-12-12,Bihar,Arwal,804419,0,21
2025-12-12,Bihar,Arwal,804423,4,20
2025-12-12,Bihar,Arwal,824127,3,17
2025-12-12,Bihar,Aurangabad,824121,1,21
2025-12-12,Bihar,Aurangabad,824122,4,24
2025-12-12,Bihar,Aurangabad,824205,0,3
2025-12-12,Bihar,Aurangabad(bh),824125,0,2
2025-12-12,Bihar,Banka,813101,4,88
2025-12-12,Bihar,Banka,813103,2,67
2025-12-12,Bihar,Banka,813110,1,20
2025-12-12,Bihar,Banka,813123,0,6
2025-12-12,Bihar,Banka,813128,0,1
2025-12-12,Bihar,Banka,813202,3,39
2025-12-12,Bihar,Banka,813207,5,49
2025-12-12,Bihar,Banka,853204,0,1
2025-12-12,Bihar,Begusarai,851118,1,7
2025-12-12,Bihar,Begusarai,851126,0,19
2025-12-12,Bihar,Begusarai,851127,7,72
2025-12-12,Bihar,Begusarai,851128,0,32
2025-12-12,Bihar,Begusarai,851131,2,56
2025-12-12,Bihar,Begusarai,851134,4,40
2025-12-12,Bihar,Bhagalpur,812002,0,16
2025-12-12,Bihar,Bhagalpur,812003,0,6
2025-12-12,Bihar,Bhagalpur,813113,1,6
2025-12-12,Bihar,Bhagalpur,813129,0,7
2025-12-12,Bihar,Bhagalpur,813210,0,43
2025-12-12,Bihar,Bhagalpur,813222,6,52
2025-12-12,Bihar,Bhagalpur,813227,0,5
2025-12-12,Bihar,Bhagalpur,813233,0,1
2025-12-12,Bihar,Bhagalpur,853203,2,37
2025-12-12,Bihar,Bhojpur,802154,4,9
2025-12-12,Bihar,Bhojpur,802155,0,18
2025-12-12,Bihar,Bhojpur,802204,0,13
2025-12-12,Bihar,Bhojpur,802207,7,65
2025-12-12,Bihar,Bhojpur,802223,5,30
2025-12-12,Bihar,Bhojpur,802311,1,12
2025-12-12,Bihar,Bhojpur,802315,0,2
2025-12-12,Bihar,Bhojpur,802351,3,19
2025-12-12,Bihar,Bhojpur,841312,0,7
2025-12-12,Bihar,Buxar,802103,1,29
2025-12-12,Bihar,Buxar,802113,1,4
2025-12-12,Bihar,Darbhanga,846001,3,33
2025-12-12,Bihar,Darbhanga,846006,1,6
2025-12-12,Bihar,Darbhanga,847102,1,3
2025-12-12,Bihar,Darbhanga,847104,3,31
2025-12-12,Bihar,Darbhanga,847233,2,34
2025-12-12,Bihar,Darbhanga,848207,1,12
2025-12-12,Bihar,East Champaran,845315,3,21
2025-12-12,Bihar,East Champaran,845406,1,28
2025-12-12,Bihar,East Champaran,845428,8,48
2025-12-12,Bihar,East Champaran,845431,3,25
2025-12-12,Bihar,East Champaran,845437,9,114
2025-12-12,Bihar,East Champaran,845458,1,20
2025-12-12,Bihar,East Champaran,855456,0,2
2025-12-12,Bihar,Gaya,803116,2,4
2025-12-12,Bihar,Gaya,804424,0,14
2025-12-12,Bihar,Gaya,805109,1,11
2025-12-12,Bihar,Gaya,805128,1,22
2025-12-12,Bihar,Gaya,805131,2,40
2025-12-12,Bihar,Gaya,805135,0,1
2025-12-12,Bihar,Gaya,824201,7,97
2025-12-12,Bihar,Gaya,824205,2,34
2025-12-12,Bihar,Gaya,824210,2,46
2025-12-12,Bihar,Gaya,824211,4,49
2025-12-12,Bihar,Gaya,824234,1,7
2025-12-12,Bihar,Gopalganj,841437,7,62
2025-12-12,Bihar,Gopalganj,841503,3,45
2025-12-12,Bihar,Jamui,811305,7,50
2025-12-12,Bihar,Jamui,811314,9,66
2025-12-12,Bihar,Jehanabad,804403,0,5
2025-12-12,Bihar,Jehanabad,804405,1,22
2025-12-12,Bihar,Jehanabad,804425,3,20
2025-12-12,Bihar,Jehanabad,804427,3,24
2025-12-12,Bihar,Jehanabad,804432,4,23
2025-12-12,Bihar,Kaimur (Bhabua),821102,1,38
2025-12-12,Bihar,Kaimur (Bhabua),821103,3,50
2025-12-12,Bihar,Katihar,854105,4,96
2025-12-12,Bihar,Katihar,854115,4,45
2025-12-12,Bihar,Katihar,854116,4,77
2025-12-12,Bihar,Katihar,854337,0,25
2025-12-12,Bihar,Katihar,855105,6,40
2025-12-12,Bihar,Katihar,855117,0,1
2025-12-12,Bihar,Khagaria,848203,6,86
2025-12-12,Bihar,Khagaria,851205,2,32
2025-12-12,Bihar,Khagaria,851220,0,3
2025-12-12,Bihar,Khagaria,852161,9,82
2025-12-12,Bihar,Khagaria,853203,1,14
2025-12-12,Bihar,Kishanganj,854333,0,2
2025-12-12,Bihar,Kishanganj,855116,4,97
2025-12-12,Bihar,Lakhisarai,811106,4,56
2025-12-12,Bihar,Lakhisarai,811309,6,49
2025-12-12,Bihar,Madhepura,852114,5,69
2025-12-12,Bihar,Madhepura,852124,0,14
2025-12-12,Bihar,Madhepura,852210,9,80
2025-12-12,Bihar,Madhubani,843319,0,3
2025-12-12,Bihar,Madhubani,847230,1,29
2025-12-12,Bihar,Madhubani,847231,3,14
2025-12-12,Bihar,Madhubani,847305,0,6
2025-12-12,Bihar,Madhubani,847308,0,22
2025-12-12,Bihar,Madhubani,847403,0,32
2025-12-12,Bihar,Madhubani,847408,3,83
2025-12-12,Bihar,Madhubani,847409,4,34
2025-12-12,Bihar,Munger,811201,1,71
2025-12-12,Bihar,Munger,811202,9,64
2025-12-12,Bihar,Muzaffarpur,842001,5,47
2025-12-12,Bihar,Muzaffarpur,842004,2,54
2025-12-12,Bihar,Muzaffarpur,843109,9,98
2025-12-12,Bihar,Muzaffarpur,843111,6,66
2025-12-12,Bihar,Muzaffarpur,843113,5,67
2025-12-12,Bihar,Muzaffarpur,843117,1,46
2025-12-12,Bihar,Muzaffarpur,843120,4,49
2025-12-12,Bihar,Muzaffarpur,843127,0,15
2025-12-12,Bihar,Muzaffarpur,843141,0,8
2025-12-12,Bihar,Muzaffarpur,843143,0,3
2025-12-12,Bihar,Muzaffarpur,843165,0,11
2025-12-12,Bihar,Muzaffarpur,843328,1,10
2025-12-12,Bihar,Muzaffarpur,844112,0,15
2025-12-12,Bihar,Muzaffarpur,844127,2,38
2025-12-12,Bihar,Nalanda,803110,9,85
2025-12-12,Bihar,Nalanda,803114,4,40
2025-12-12,Bihar,Nalanda,803115,3,12
2025-12-12,Bihar,Nalanda,803120,2,10
2025-12-12,Bihar,Nalanda,811104,1,38
2025-12-12,Bihar,Nawada,805101,0,11
2025-12-12,Bihar,Nawada,805108,0,13
2025-12-12,Bihar,Nawada,805110,8,48
2025-12-12,Bihar,Nawada,805111,0,14
2025-12-12,Bihar,Pashchim Champaran,845451,0,1
2025-12-12,Bihar,Patna,800013,0,6
2025-12-12,Bihar,Patna,800025,1,4
2025-12-12,Bihar,Patna,800027,1,20
2025-12-12,Bihar,Patna,801104,5,51
2025-12-12,Bihar,Patna,801105,0,25
2025-12-12,Bihar,Patna,801506,1,10
2025-12-12,Bihar,Patna,803203,0,4
2025-12-12,Bihar,Patna,803221,0,17
2025-12-12,Bihar,Patna,803302,0,45
2025-12-12,Bihar,Patna,803306,0,19
2025-12-12,Bihar,Patna,804423,0,3
2025-12-12,Bihar,Patna,804426,0,9
2025-12-12,Bihar,Patna,804453,8,149
2025-12-12,Bihar,Patna,811104,0,10
2025-12-12,Bihar,Purnea,853204,0,1
2025-12-12,Bihar,Purnea,854326,0,2
2025-12-12,Bihar,Purnea,854337,1,3
2025-12-12,Bihar,Purnia,853204,3,27
2025-12-12,Bihar,Purnia,854114,1,2
2025-12-12,Bihar,Purnia,854325,0,20
2025-12-12,Bihar,Purnia,854327,2,43
2025-12-12,Bihar,Purnia,855105,1,9
2025-12-12,Bihar,Rohtas,802211,0,13
2025-12-12,Bihar,Rohtas,802212,4,59
2025-12-12,Bihar,Rohtas,802213,8,32
2025-12-12,Bihar,Rohtas,802215,7,78
2025-12-12,Bihar,Rohtas,802218,2,36
2025-12-12,Bihar,Rohtas,821307,1,31
2025-12-12,Bihar,Rohtas,821308,2,15
2025-12-12,Bihar,Rohtas,821310,3,37
2025-12-12,Bihar,Saharsa,852121,0,3
2025-12-12,Bihar,Saharsa,852126,1,25
2025-12-12,Bihar,Saharsa,852127,7,44
2025-12-12,Bihar,Saharsa,852216,2,55
2025-12-12,Bihar,Samastipur,847301,2,29
2025-12-12,Bihar,Samastipur,848102,2,27
2025-12-12,Bihar,Samastipur,848115,3,35
2025-12-12,Bihar,Samastipur,848129,3,28
2025-12-12,Bihar,Samastipur,848209,9,50
2025-12-12,Bihar,Samastipur,848301,2,25
2025-12-12,Bihar,Samastipur,848506,4,38
2025-12-12,Bihar,Samstipur,848125,0,1
2025-12-12,Bihar,Saran,841202,1,19
2025-12-12,Bihar,Saran,841206,3,19
2025-12-12,Bihar,Saran,841207,8,43
2025-12-12,Bihar,Saran,841208,1,21
2025-12-12,Bihar,Saran,841211,6,44
2025-12-12,Bihar,Saran,841212,0,9
2025-12-12,Bihar,Saran,841213,2,13
2025-12-12,Bihar,Saran,841214,0,4
2025-12-12,Bihar,Saran,841224,4,14
2025-12-12,Bihar,Saran,841402,0,24
2025-12-12,Bihar,Saran,841410,0,24
