state,district,date,demo_age_5_17,demo_age_17_plus
Bihar,Gopalganj,2025-09-13,44,676
Bihar,Gopalganj,2025-09-14,21,314
Bihar,Gopalganj,2025-09-15,47,843
Bihar,Gopalganj,2025-09-16,47,763
Bihar,Gopalganj,2025-09-17,28,512
Bihar,Gopalganj,2025-09-18,56,970
Bihar,Gopalganj,2025-09-19,49,926
Bihar,Gopalganj,2025-09-20,70,1391
Bihar,Gopalganj,2025-10-13,19,783
Bihar,Gopalganj,2025-10-15,117,1815
Bihar,Gopalganj,2025-10-16,130,1441
Bihar,Gopalganj,2025-10-17,121,1745
Bihar,Gopalganj,2025-10-18,122,1398
Bihar,Gopalganj,2025-10-19,98,1147
Bihar,Gopalganj,2025-10-20,28,241
Bihar,Gopalganj,2025-10-21,54,272
Bihar,Gopalganj,2025-10-22,10,24
Bihar,Gopalganj,2025-10-23,11,77
Bihar,Gopalganj,2025-10-24,85,1334
Bihar,Gopalganj,2025-10-25,64,961
Bihar,Gopalganj,2025-10-26,67,1047
Bihar,Gopalganj,2025-10-27,28,451
Bihar,Gopalganj,2025-10-28,28,204
Bihar,Gopalganj,2025-10-29,64,516
Bihar,Gopalganj,2025-10-30,73,743
Bihar,Gopalganj,2025-10-31,90,1347
Bihar,Gopalganj,2025-11-01,69,1224
Bihar,Gopalganj,2025-11-02,38,511
Bihar,Gopalganj,2025-11-03,83,1167
Bihar,Gopalganj,2025-11-04,94,1395
Bihar,Gopalganj,2025-11-05,72,1019
Bihar,Gopalganj,2025-11-06,55,520
Bihar,Gopalganj,2025-11-07,37,691
Bihar,Gopalganj,2025-11-08,29,716
Bihar,Gopalganj,2025-11-09,25,309
Bihar,Gopalganj,2025-11-10,35,784
Bihar,Gopalganj,2025-11-11,36,893
Bihar,Gopalganj,2025-11-12,42,633
Bihar,Gopalganj,2025-11-13,62,873
Bihar,Gopalganj,2025-11-14,53,730
Bihar,Gopalganj,2025-11-15,81,1022
Bihar,Gopalganj,2025-11-16,56,376
Bihar,Gopalganj,2025-11-17,101,1190
Bihar,Gopalganj,2025-11-18,36,582
Bihar,Gopalganj,2025-11-19,43,976
Bihar,Gopalganj,2025-11-25,14,117
Bihar,Gopalganj,2025-11-26,22,494
Bihar,Gopalganj,2025-11-27,63,1103
Bihar,Gopalganj,2025-11-28,43,505
Bihar,Gopalganj,2025-11-29,37,537
Bihar,Gopalganj,2025-12-01,88,1117
Bihar,Gopalganj,2025-12-02,62,945
Bihar,Gopalganj,2025-12-03,69,853
Bihar,Gopalganj,2025-12-04,78,873
Bihar,Gopalganj,2025-12-05,45,803
Bihar,Gopalganj,2025-12-06,60,874
Bihar,Gopalganj,2025-12-07,19,276
Bihar,Gopalganj,2025-12-08,70,950
Bihar,Gopalganj,2025-12-09,56,954
Bihar,Gopalganj,2025-12-10,58,880
Bihar,Gopalganj,2025-12-11,77,1032
Bihar,Gopalganj,2025-12-12,49,955
Bihar,Gopalganj,2025-12-13,63,746
Bihar,Gopalganj,2025-12-14,22,169
Bihar,Gopalganj,2025-12-15,49,810
Bihar,Gopalganj,2025-12-16,62,1156
Bihar,Gopalganj,2025-12-17,50,769
Bihar,Gopalganj,2025-12-18,39,643
Bihar,Gopalganj,2025-12-19,47,593
Bihar,Gopalganj,2025-12-20,31,392
Bihar,Gopalganj,2025-12-21,14,158
Bihar,Gopalganj,2025-12-22,32,492
Bihar,Gopalganj,2025-12-23,44,702
Bihar,Gopalganj,2025-12-24,44,693
Bihar,Gopalganj,2025-12-25,19,254
Bihar,Gopalganj,2025-12-26,46,680
Bihar,Gopalganj,2025-12-27,27,454
Bihar,Gopalganj,2025-12-28,31,304
Bihar,Gopalganj,2025-12-29,34,453
Bihar,Gopalganj,2025-12-31,42,838
Bihar,Gopalganj,2026-01-01,25,346
Bihar,Gopalganj,2026-01-02,43,374
Bihar,Gopalganj,2026-01-03,9,212
Bihar,Jamui,2025-03-01,890,9434
Bihar,Jamui,2025-09-01,31,400
Bihar,Jamui,2025-09-02,90,976
Bihar,Jamui,2025-09-03,40,618
Bihar,Jamui,2025-09-04,45,731
Bihar,Jamui,2025-09-05,25,394
Bihar,Jamui,2025-09-06,70,935
Bihar,Jamui,2025-09-07,15,245
Bihar,Jamui,2025-09-08,53,847
Bihar,Jamui,2025-09-09,54,806
Bihar,Jamui,2025-09-10,60,819
Bihar,Jamui,2025-09-11,45,689
Bihar,Jamui,2025-09-12,55,805
Bihar,Jamui,2025-09-13,36,519
Bihar,Jamui,2025-09-14,12,221
Bihar,Jamui,2025-09-15,45,655
Bihar,Jamui,2025-09-16,39,781
Bihar,Jamui,2025-09-17,16,400
Bihar,Jamui,2025-09-18,49,842
Bihar,Jamui,2025-09-19,43,1080
Bihar,Jamui,2025-09-20,79,1804
Bihar,Jamui,2025-10-13,57,696
Bihar,Jamui,2025-10-15,103,1157
Bihar,Jamui,2025-10-16,108,1051
Bihar,Jamui,2025-10-17,60,814
Bihar,Jamui,2025-10-18,84,815
Bihar,Jamui,2025-10-19,86,631
Bihar,Jamui,2025-10-20,16,189
Bihar,Jamui,2025-10-21,21,122
Bihar,Jamui,2025-10-22,3,18
Bihar,Jamui,2025-10-23,13,73
Bihar,Jamui,2025-10-24,48,666
Bihar,Jamui,2025-10-25,40,600
Bihar,Jamui,2025-10-26,39,469
Bihar,Jamui,2025-10-27,20,256
Bihar,Jamui,2025-10-28,21,149
Bihar,Jamui,2025-10-29,42,253
Bihar,Jamui,2025-10-30,33,302
Bihar,Jamui,2025-10-31,67,1000
Bihar,Jamui,2025-11-01,53,673
Bihar,Jamui,2025-11-02,40,310
Bihar,Jamui,2025-11-03,102,1154
Bihar,Jamui,2025-11-04,61,812
Bihar,Jamui,2025-11-05,66,653
Bihar,Jamui,2025-11-06,62,621
Bihar,Jamui,2025-11-07,27,508
Bihar,Jamui,2025-11-08,18,345
Bihar,Jamui,2025-11-09,10,134
Bihar,Jamui,2025-11-10,23,348
Bihar,Jamui,2025-11-11,13,115
Bihar,Jamui,2025-11-12,15,354
Bihar,Jamui,2025-11-13,86,629
Bihar,Jamui,2025-11-14,59,397
Bihar,Jamui,2025-11-15,45,540
Bihar,Jamui,2025-11-16,15,125
Bihar,Jamui,2025-11-17,28,584
Bihar,Jamui,2025-11-18,26,296
Bihar,Jamui,2025-11-19,39,373
Bihar,Jamui,2025-11-25,8,70
Bihar,Jamui,2025-11-26,24,297
Bihar,Jamui,2025-11-27,43,612
Bihar,Jamui,2025-11-28,31,477
Bihar,Jamui,2025-11-29,25,312
Bihar,Jamui,2025-12-01,61,505
Bihar,Jamui,2025-12-02,33,443
Bihar,Jamui,2025-12-03,33,445
Bihar,Jamui,2025-12-04,34,445
Bihar,Jamui,2025-12-05,30,431
Bihar,Jamui,2025-12-06,47,495
Bihar,Jamui,2025-12-07,9,174
Bihar,Jamui,2025-12-08,83,843
Bihar,Jamui,2025-12-09,40,542
Bihar,Jamui,2025-12-10,33,469
Bihar,Jamui,2025-12-11,28,505
Bihar,Jamui,2025-12-12,45,522
Bihar,Jamui,2025-12-13,38,442
Bihar,Jamui,2025-12-14,8,190
Bihar,Jamui,2025-12-15,19,508
Bihar,Jamui,2025-12-16,47,614
Bihar,Jamui,2025-12-17,32,473
Bihar,Jamui,2025-12-18,26,349
Bihar,Jamui,2025-12-19,33,284
Bihar,Jamui,2025-12-20,31,232
Bihar,Jamui,2025-12-21,8,45
Bihar,Jamui,2025-12-22,29,238
Bihar,Jamui,2025-12-23,33,424
Bihar,Jamui,2025-12-24,32,402
Bihar,Jamui,2025-12-25,14,207
Bihar,Jamui,2025-12-26,30,375
Bihar,Jamui,2025-12-27,12,273
Bihar,Jamui,2025-12-28,30,237
Bihar,Jamui,2025-12-29,29,288
Bihar,Jamui,2025-12-31,12,355
Bihar,Jamui,2026-01-01,11,168
Bihar,Jamui,2026-01-02,22,188
Bihar,Jamui,2026-01-03,5,87
Bihar,Jehanabad,2025-03-01,460,4042
Bihar,Jehanabad,2025-09-01,22,315
Bihar,Jehanabad,2025-09-02,35,603
Bihar,Jehanabad,2025-09-03,16,419
Bihar,Jehanabad,2025-09-04,38,1011
Bihar,Jehanabad,2025-09-05,29,568
Bihar,Jehanabad,2025-09-06,46,860
Bihar,Jehanabad,2025-09-07,17,248
Bihar,Jehanabad,2025-09-08,33,790
Bihar,Jehanabad,2025-09-09,59,913
Bihar,Jehanabad,2025-09-10,53,841
Bihar,Jehanabad,2025-09-11,42,792
Bihar,Jehanabad,2025-09-12,46,846
Bihar,Jehanabad,2025-09-13,46,541
Bihar,Jehanabad,2025-09-14,14,195
Bihar,Jehanabad,2025-09-15,43,622
Bihar,Jehanabad,2025-09-16,44,536
Bihar,Jehanabad,2025-09-17,30,370
Bihar,Jehanabad,2025-09-18,40,668
Bihar,Jehanabad,2025-09-19,45,770
Bihar,Jehanabad,2025-09-20,50,735
Bihar,Jehanabad,2025-10-13,24,290
Bihar,Jehanabad,2025-10-15,68,601
Bihar,Jehanabad,2025-10-16,93,556
Bihar,Jehanabad,2025-10-17,74,519
Bihar,Jehanabad,2025-10-18,39,385
Bihar,Jehanabad,2025-10-19,52,300
Bihar,Jehanabad,2025-10-20,11,56
Bihar,Jehanabad,2025-10-21,15,87
Bihar,Jehanabad,2025-10-22,1,17
Bihar,Jehanabad,2025-10-23,4,38
Bihar,Jehanabad,2025-10-24,58,481
Bihar,Jehanabad,2025-10-25,42,303
Bihar,Jehanabad,2025-10-26,41,361
Bihar,Jehanabad,2025-10-27,13,172
Bihar,Jehanabad,2025-10-28,21,130
Bihar,Jehanabad,2025-10-29,37,242
Bihar,Jehanabad,2025-10-30,22,254
Bihar,Jehanabad,2025-10-31,64,607
Bihar,Jehanabad,2025-11-01,54,435
Bihar,Jehanabad,2025-11-02,37,184
Bihar,Jehanabad,2025-11-03,69,665
Bihar,Jehanabad,2025-11-04,40,613
Bihar,Jehanabad,2025-11-05,71,459
Bihar,Jehanabad,2025-11-06,43,413
Bihar,Jehanabad,2025-11-07,24,373
Bihar,Jehanabad,2025-11-08,28,331
Bihar,Jehanabad,2025-11-09,13,101
Bihar,Jehanabad,2025-11-10,21,232
Bihar,Jehanabad,2025-11-11,5,66
Bihar,Jehanabad,2025-11-12,26,233
Bihar,Jehanabad,2025-11-13,56,428
Bihar,Jehanabad,2025-11-14,38,202
Bihar,Jehanabad,2025-11-15,40,295
Bihar,Jehanabad,2025-11-16,12,131
Bihar,Jehanabad,2025-11-17,29,305
Bihar,Jehanabad,2025-11-18,28,230
Bihar,Jehanabad,2025-11-19,29,455
Bihar,Jehanabad,2025-11-25,12,56
Bihar,Jehanabad,2025-11-26,11,147
Bihar,Jehanabad,2025-11-27,32,332
Bihar,Jehanabad,2025-11-28,26,266
Bihar,Jehanabad,2025-11-29,27,176
Bihar,Jehanabad,2025-12-01,49,451
Bihar,Jehanabad,2025-12-02,37,344
Bihar,Jehanabad,2025-12-03,29,269
Bihar,Jehanabad,2025-12-04,25,280
Bihar,Jehanabad,2025-12-05,23,298
Bihar,Jehanabad,2025-12-06,31,278
Bihar,Jehanabad,2025-12-07,11,104
Bihar,Jehanabad,2025-12-08,52,353
Bihar,Jehanabad,2025-12-09,39,343
Bihar,Jehanabad,2025-12-10,32,311
Bihar,Jehanabad,2025-12-11,36,334
Bihar,Jehanabad,2025-12-12,34,319
Bihar,Jehanabad,2025-12-13,22,206
Bihar,Jehanabad,2025-12-14,15,107
Bihar,Jehanabad,2025-12-15,23,282
Bihar,Jehanabad,2025-12-16,37,456
Bihar,Jehanabad,2025-12-17,31,319
Bihar,Jehanabad,2025-12-18,33,303
Bihar,Jehanabad,2025-12-19,29,231
Bihar,Jehanabad,2025-12-20,28,150
Bihar,Jehanabad,2025-12-21,14,70
Bihar,Jehanabad,2025-12-22,31,264
Bihar,Jehanabad,2025-12-23,33,281
Bihar,Jehanabad,2025-12-24,15,198
Bihar,Jehanabad,2025-12-25,13,102
Bihar,Jehanabad,2025-12-26,34,248
Bihar,Jehanabad,2025-12-27,9,157
Bihar,Jehanabad,2025-12-28,28,148
Bihar,Jehanabad,2025-12-29,15,137
Bihar,Jehanabad,2025-12-31,20,229
Bihar,Jehanabad,2026-01-01,17,184
Bihar,Jehanabad,2026-01-02,27,211
Bihar,Jehanabad,2026-01-03,6,76
Bihar,Kaimur (Bhabua),2025-03-01,955,9936
Bihar,Kaimur (Bhabua),2025-09-01,72,907
Bihar,Kaimur (Bhabua),2025-09-02,111,904
Bihar,Kaimur (Bhabua),2025-09-03,57,582
Bihar,Kaimur (Bhabua),2025-09-04,89,1250
Bihar,Kaimur (Bhabua),2025-09-05,30,632
Bihar,Kaimur (Bhabua),2025-09-06,62,1215
Bihar,Kaimur (Bhabua),2025-09-07,10,211
Bihar,Kaimur (Bhabua),2025-09-08,69,1487
Bihar,Kaimur (Bhabua),2025-09-09,77,1371
Bihar,Kaimur (Bhabua),2025-09-10,75,1187
Bihar,Kaimur (Bhabua),2025-09-11,71,1135
Bihar,Kaimur (Bhabua),2025-09-12,48,1141
Bihar,Kaimur (Bhabua),2025-09-13,39,675
Bihar,Kaimur (Bhabua),2025-09-14,1,97
Bihar,Kaimur (Bhabua),2025-09-15,62,695
Bihar,Kaimur (Bhabua),2025-09-16,53,772
Bihar,Kaimur (Bhabua),2025-09-17,53,549
Bihar,Kaimur (Bhabua),2025-09-18,70,883
Bihar,Kaimur (Bhabua),2025-09-19,58,923
Bihar,Kaimur (Bhabua),2025-09-20,65,1269
Bihar,Kaimur (Bhabua),2025-10-13,66,779
Bihar,Kaimur (Bhabua),2025-10-15,148,1561
Bihar,Kaimur (Bhabua),2025-10-16,120,1300
Bihar,Kaimur (Bhabua),2025-10-17,78,953
Bihar,Kaimur (Bhabua),2025-10-18,100,997
Bihar,Kaimur (Bhabua),2025-10-19,70,572
Bihar,Kaimur (Bhabua),2025-10-20,17,103
Bihar,Kaimur (Bhabua),2025-10-21,26,132
Bihar,Kaimur (Bhabua),2025-10-22,1,16
Bihar,Kaimur (Bhabua),2025-10-23,11,48
Bihar,Kaimur (Bhabua),2025-10-24,85,900
Bihar,Kaimur (Bhabua),2025-10-25,111,940
Bihar,Kaimur (Bhabua),2025-10-26,54,754
Bihar,Kaimur (Bhabua),2025-10-27,31,282
Bihar,Kaimur (Bhabua),2025-10-28,25,173
Bihar,Kaimur (Bhabua),2025-10-29,72,351
Bihar,Kaimur (Bhabua),2025-10-30,47,470
Bihar,Kaimur (Bhabua),2025-10-31,50,703
Bihar,Kaimur (Bhabua),2025-11-01,80,967
Bihar,Kaimur (Bhabua),2025-11-02,19,213
Bihar,Kaimur (Bhabua),2025-11-03,89,963
Bihar,Kaimur (Bhabua),2025-11-04,60,925
Bihar,Kaimur (Bhabua),2025-11-05,28,452
Bihar,Kaimur (Bhabua),2025-11-06,84,781
Bihar,Kaimur (Bhabua),2025-11-07,36,557
Bihar,Kaimur (Bhabua),2025-11-08,34,401
Bihar,Kaimur (Bhabua),2025-11-09,3,94
Bihar,Kaimur (Bhabua),2025-11-10,19,405
Bihar,Kaimur (Bhabua),2025-11-11,2,98
Bihar,Kaimur (Bhabua),2025-11-12,30,469
Bihar,Kaimur (Bhabua),2025-11-13,53,546
Bihar,Kaimur (Bhabua),2025-11-14,33,301
Bihar,Kaimur (Bhabua),2025-11-15,48,499
Bihar,Kaimur (Bhabua),2025-11-16,18,153
Bihar,Kaimur (Bhabua),2025-11-17,35,567
Bihar,Kaimur (Bhabua),2025-11-18,14,263
Bihar,Kaimur (Bhabua),2025-11-19,41,700
Bihar,Kaimur (Bhabua),2025-11-25,8,93
Bihar,Kaimur (Bhabua),2025-11-26,18,313
Bihar,Kaimur (Bhabua),2025-11-27,40,480
Bihar,Kaimur (Bhabua),2025-11-28,39,372
Bihar,Kaimur (Bhabua),2025-11-29,34,288
Bihar,Kaimur (Bhabua),2025-12-01,74,649
Bihar,Kaimur (Bhabua),2025-12-02,42,502
Bihar,Kaimur (Bhabua),2025-12-03,44,431
Bihar,Kaimur (Bhabua),2025-12-04,41,445
Bihar,Kaimur (Bhabua),2025-12-05,36,445
Bihar,Kaimur (Bhabua),2025-12-06,35,408
Bihar,Kaimur (Bhabua),2025-12-07,6,120
Bihar,Kaimur (Bhabua),2025-12-08,45,653
Bihar,Kaimur (Bhabua),2025-12-09,40,504
Bihar,Kaimur (Bhabua),2025-12-10,35,541
Bihar,Kaimur (Bhabua),2025-12-11,39,543
Bihar,Kaimur (Bhabua),2025-12-12,41,472
Bihar,Kaimur (Bhabua),2025-12-13,24,236
Bihar,Kaimur (Bhabua),2025-12-14,3,88
Bihar,Kaimur (Bhabua),2025-12-15,25,443
Bihar,Kaimur (Bhabua),2025-12-16,37,565
Bihar,Kaimur (Bhabua),2025-12-17,30,546
Bihar,Kaimur (Bhabua),2025-12-18,17,327
Bihar,Kaimur (Bhabua),2025-12-19,22,282
Bihar,Kaimur (Bhabua),2025-12-20,21,300
Bihar,Kaimur (Bhabua),2025-12-21,8,75
Bihar,Kaimur (Bhabua),2025-12-22,34,466
Bihar,Kaimur (Bhabua),2025-12-23,26,302
Bihar,Kaimur (Bhabua),2025-12-24,34,511
Bihar,Kaimur (Bhabua),2025-12-25,15,140
Bihar,Kaimur (Bhabua),2025-12-26,52,504
Bihar,Kaimur (Bhabua),2025-12-27,25,306
Bihar,Kaimur (Bhabua),2025-12-28,23,154
Bihar,Kaimur (Bhabua),2025-12-29,12,197
Bihar,Kaimur (Bhabua),2025-12-31,19,369
Bihar,Kaimur (Bhabua),2026-01-01,15,146
Bihar,Kaimur (Bhabua),2026-01-02,37,209
Bihar,Kaimur (Bhabua),2026-01-03,2,48
Bihar,Kaimur- Bhabua,2026-01-01,0,1
Bihar,Katihar,2025-03-01,2919,30410
Bihar,Katihar,2025-09-01,85,1200
Bihar,Katihar,2025-09-02,127,2231
Bihar,Katihar,2025-09-03,63,1386
Bihar,Katihar,2025-09-04,103,2226
Bihar,Katihar,2025-09-05,61,1514
Bihar,Katihar,2025-09-06,107,2272
Bihar,Katihar,2025-09-07,49,961
Bihar,Katihar,2025-09-08,113,2307
Bihar,Katihar,2025-09-09,129,2453
Bihar,Katihar,2025-09-10,128,2556
Bihar,Katihar,2025-09-11,100,2186
Bihar,Katihar,2025-09-12,111,2342
Bihar,Katihar,2025-09-13,104,1948
Bihar,Katihar,2025-09-14,32,700
Bihar,Katihar,2025-09-15,69,1720
Bihar,Katihar,2025-09-16,66,1689
Bihar,Katihar,2025-09-17,60,1599
Bihar,Katihar,2025-09-18,87,1592
Bihar,Katihar,2025-09-19,108,2031
Bihar,Katihar,2025-09-20,99,2131
Bihar,Katihar,2025-10-13,72,2425
Bihar,Katihar,2025-10-15,199,3838
Bihar,Katihar,2025-10-16,217,4011
Bihar,Katihar,2025-10-17,154,3472
Bihar,Katihar,2025-10-18,136,2914
Bihar,Katihar,2025-10-19,172,3244
Bihar,Katihar,2025-10-20,39,694
Bihar,Katihar,2025-10-21,64,663
Bihar,Katihar,2025-10-22,5,53
Bihar,Katihar,2025-10-23,10,99
Bihar,Katihar,2025-10-24,138,2498
Bihar,Katihar,2025-10-25,128,1676
Bihar,Katihar,2025-10-26,124,2208
Bihar,Katihar,2025-10-27,58,881
Bihar,Katihar,2025-10-28,64,690
Bihar,Katihar,2025-10-29,66,1092
Bihar,Katihar,2025-10-30,70,990
Bihar,Katihar,2025-10-31,134,2264
Bihar,Katihar,2025-11-01,100,1785
Bihar,Katihar,2025-11-02,60,877
Bihar,Katihar,2025-11-03,158,2185
Bihar,Katihar,2025-11-04,127,3336
Bihar,Katihar,2025-11-05,116,2051
Bihar,Katihar,2025-11-06,167,2481
Bihar,Katihar,2025-11-07,68,1932
Bihar,Katihar,2025-11-08,59,1464
Bihar,Katihar,2025-11-09,23,666
Bihar,Katihar,2025-11-10,53,1389
Bihar,Katihar,2025-11-11,17,385
Bihar,Katihar,2025-11-12,48,717
Bihar,Katihar,2025-11-13,100,1037
Bihar,Katihar,2025-11-14,78,855
Bihar,Katihar,2025-11-15,72,1103
Bihar,Katihar,2025-11-16,39,307
Bihar,Katihar,2025-11-17,71,1260
Bihar,Katihar,2025-11-18,41,750
Bihar,Katihar,2025-11-19,67,1220
Bihar,Katihar,2025-11-25,20,115
Bihar,Katihar,2025-11-26,31,497
Bihar,Katihar,2025-11-27,89,1390
Bihar,Katihar,2025-11-28,49,1065
Bihar,Katihar,2025-11-29,49,766
Bihar,Katihar,2025-12-01,114,1189
Bihar,Katihar,2025-12-02,70,1117
Bihar,Katihar,2025-12-03,48,913
Bihar,Katihar,2025-12-04,75,1091
Bihar,Katihar,2025-12-05,47,996
Bihar,Katihar,2025-12-06,65,1015
Bihar,Katihar,2025-12-07,16,381
Bihar,Katihar,2025-12-08,65,1232
Bihar,Katihar,2025-12-09,71,1315
Bihar,Katihar,2025-12-10,73,1298
Bihar,Katihar,2025-12-11,62,1168
Bihar,Katihar,2025-12-12,54,1073
Bihar,Katihar,2025-12-13,49,700
Bihar,Katihar,2025-12-14,18,257
Bihar,Katihar,2025-12-15,63,1107
Bihar,Katihar,2025-12-16,85,1302
Bihar,Katihar,2025-12-17,61,1264
Bihar,Katihar,2025-12-18,66,1142
Bihar,Katihar,2025-12-19,37,699
Bihar,Katihar,2025-12-20,36,620
Bihar,Katihar,2025-12-21,26,297
Bihar,Katihar,2025-12-22,68,919
Bihar,Katihar,2025-12-23,43,830
Bihar,Katihar,2025-12-24,40,692
Bihar,Katihar,2025-12-25,28,403
Bihar,Katihar,2025-12-26,38,773
Bihar,Katihar,2025-12-27,32,649
Bihar,Katihar,2025-12-28,56,532
Bihar,Katihar,2025-12-29,27,367
Bihar,Katihar,2025-12-31,51,1123
Bihar,Katihar,2026-01-01,27,533
Bihar,Katihar,2026-01-02,38,308
Bihar,Katihar,2026-01-03,15,302
Bihar,Khagaria,2025-03-01,1531,13597
Bihar,Khagaria,2025-09-01,93,759
Bihar,Khagaria,2025-09-02,74,762
Bihar,Khagaria,2025-09-03,68,644
Bihar,Khagaria,2025-09-04,54,786
Bihar,Khagaria,2025-09-05,58,774
Bihar,Khagaria,2025-09-06,95,1092
Bihar,Khagaria,2025-09-07,28,557
Bihar,Khagaria,2025-09-08,85,1284
Bihar,Khagaria,2025-09-09,70,1460
Bihar,Khagaria,2025-09-10,84,1480
Bihar,Khagaria,2025-09-11,78,1478
Bihar,Khagaria,2025-09-12,120,1596
Bihar,Khagaria,2025-09-13,58,719
Bihar,Khagaria,2025-09-14,13,371
Bihar,Khagaria,2025-09-15,101,824
Bihar,Khagaria,2025-09-16,72,878
Bihar,Khagaria,2025-09-17,34,414
Bihar,Khagaria,2025-09-18,58,775
Bihar,Khagaria,2025-09-19,71,944
Bihar,Khagaria,2025-09-20,108,1351
Bihar,Khagaria,2025-10-13,36,528
Bihar,Khagaria,2025-10-15,121,1295
Bihar,Khagaria,2025-10-16,125,1038
Bihar,Khagaria,2025-10-17,63,658
Bihar,Khagaria,2025-10-18,69,565
Bihar,Khagaria,2025-10-19,83,502
Bihar,Khagaria,2025-10-20,23,134
Bihar,Khagaria,2025-10-21,30,146
Bihar,Khagaria,2025-10-22,9,17
Bihar,Khagaria,2025-10-23,5,37
Bihar,Khagaria,2025-10-24,67,694
Bihar,Khagaria,2025-10-25,71,512
Bihar,Khagaria,2025-10-26,54,429
Bihar,Khagaria,2025-10-27,35,284
Bihar,Khagaria,2025-10-28,22,111
Bihar,Khagaria,2025-10-29,40,257
Bihar,Khagaria,2025-10-30,54,325
Bihar,Khagaria,2025-10-31,58,743
Bihar,Khagaria,2025-11-01,66,544
Bihar,Khagaria,2025-11-02,31,216
Bihar,Khagaria,2025-11-03,83,608
Bihar,Khagaria,2025-11-04,49,605
Bihar,Khagaria,2025-11-05,45,583
Bihar,Khagaria,2025-11-06,59,250
Bihar,Khagaria,2025-11-07,34,529
Bihar,Khagaria,2025-11-08,43,493
Bihar,Khagaria,2025-11-09,12,186
Bihar,Khagaria,2025-11-10,59,645
Bihar,Khagaria,2025-11-11,50,511
Bihar,Khagaria,2025-11-12,29,548
Bihar,Khagaria,2025-11-13,71,598
Bihar,Khagaria,2025-11-14,46,307
Bihar,Khagaria,2025-11-15,48,473
Bihar,Khagaria,2025-11-16,30,192
Bihar,Khagaria,2025-11-17,63,587
Bihar,Khagaria,2025-11-18,25,275
Bihar,Khagaria,2025-11-19,75,642
Bihar,Khagaria,2025-11-25,7,70
Bihar,Khagaria,2025-11-26,15,158
Bihar,Khagaria,2025-11-27,74,779
Bihar,Khagaria,2025-11-28,59,594
Bihar,Khagaria,2025-11-29,43,425
Bihar,Khagaria,2025-12-01,101,768
Bihar,Khagaria,2025-12-02,52,505
Bihar,Khagaria,2025-12-03,53,511
Bihar,Khagaria,2025-12-04,51,520
Bihar,Khagaria,2025-12-05,48,456
Bihar,Khagaria,2025-12-06,49,557
Bihar,Khagaria,2025-12-07,20,177
Bihar,Khagaria,2025-12-08,55,668
Bihar,Khagaria,2025-12-09,72,675
Bihar,Khagaria,2025-12-10,74,617
Bihar,Khagaria,2025-12-11,52,672
Bihar,Khagaria,2025-12-12,59,606
Bihar,Khagaria,2025-12-13,43,459
Bihar,Khagaria,2025-12-14,14,188
Bihar,Khagaria,2025-12-15,38,484
Bihar,Khagaria,2025-12-16,55,636
Bihar,Khagaria,2025-12-17,49,669
Bihar,Khagaria,2025-12-18,38,489
Bihar,Khagaria,2025-12-19,51,452
Bihar,Khagaria,2025-12-20,33,383
Bihar,Khagaria,2025-12-21,6,113
Bihar,Khagaria,2025-12-22,35,434
Bihar,Khagaria,2025-12-23,34,340
Bihar,Khagaria,2025-12-24,54,559
Bihar,Khagaria,2025-12-25,10,203
Bihar,Khagaria,2025-12-26,55,573
Bihar,Khagaria,2025-12-27,26,349
Bihar,Khagaria,2025-12-28,28,138
Bihar,Khagaria,2025-12-29,23,111
Bihar,Khagaria,2025-12-31,29,495
Bihar,Khagaria,2026-01-01,14,205
Bihar,Khagaria,2026-01-02,34,234
Bihar,Khagaria,2026-01-03,12,104
Bihar,Kishanganj,2025-03-01,331,6838
Bihar,Kishanganj,2025-05-01,381,5692
Bihar,Kishanganj,2025-07-01,391,5533
Bihar,Kishanganj,2025-09-01,46,1568
Bihar,Kishanganj,2025-09-02,76,2609
Bihar,Kishanganj,2025-09-03,44,1617
Bihar,Kishanganj,2025-09-04,66,3004
Bihar,Kishanganj,2025-09-05,28,1065
Bihar,Kishanganj,2025-09-06,68,3534
Bihar,Kishanganj,2025-09-07,15,1875
Bihar,Kishanganj,2025-09-08,48,5138
Bihar,Kishanganj,2025-09-09,65,5282
Bihar,Kishanganj,2025-09-10,67,4866
Bihar,Kishanganj,2025-09-11,63,3776
Bihar,Kishanganj,2025-09-12,72,3634
Bihar,Kishanganj,2025-09-13,64,2544
Bihar,Kishanganj,2025-09-14,13,689
Bihar,Kishanganj,2025-09-15,67,2354
Bihar,Kishanganj,2025-09-16,35,2184
Bihar,Kishanganj,2025-09-17,50,1400
Bihar,Kishanganj,2025-09-18,48,1459
Bihar,Kishanganj,2025-09-19,54,1466
Bihar,Kishanganj,2025-09-20,78,1959
Bihar,Kishanganj,2025-10-13,49,1241
Bihar,Kishanganj,2025-10-15,94,2508
Bihar,Kishanganj,2025-10-16,108,2094
Bihar,Kishanganj,2025-10-17,71,1519
Bihar,Kishanganj,2025-10-18,65,1596
Bihar,Kishanganj,2025-10-19,73,1382
Bihar,Kishanganj,2025-10-20,23,803
Bihar,Kishanganj,2025-10-21,18,374
Bihar,Kishanganj,2025-10-22,4,28
Bihar,Kishanganj,2025-10-23,8,90
Bihar,Kishanganj,2025-10-24,70,1350
Bihar,Kishanganj,2025-10-25,61,941
Bihar,Kishanganj,2025-10-26,71,1625
Bihar,Kishanganj,2025-10-27,39,644
