state,district,date,age_0_5,age_5_17,age_18_greater
Bihar,Gopalganj,2025-09-25,37,71,0
Bihar,Gopalganj,2025-09-26,24,54,0
Bihar,Gopalganj,2025-09-27,10,32,2
Bihar,Gopalganj,2025-09-28,4,4,0
Bihar,Gopalganj,2025-09-29,2,10,0
Bihar,Gopalganj,2025-09-30,0,6,0
Bihar,Gopalganj,2025-10-13,79,152,6
Bihar,Gopalganj,2025-10-15,60,112,9
Bihar,Gopalganj,2025-10-16,32,109,12
Bihar,Gopalganj,2025-10-17,59,87,1
Bihar,Gopalganj,2025-10-18,111,185,0
Bihar,Gopalganj,2025-10-19,91,116,1
Bihar,Gopalganj,2025-10-20,24,53,0
Bihar,Gopalganj,2025-10-21,6,28,0
Bihar,Gopalganj,2025-10-23,0,0,1
Bihar,Gopalganj,2025-10-24,36,94,1
Bihar,Gopalganj,2025-10-25,69,120,3
Bihar,Gopalganj,2025-10-26,33,107,0
Bihar,Gopalganj,2025-10-27,18,76,0
Bihar,Gopalganj,2025-10-28,31,49,1
Bihar,Gopalganj,2025-10-29,24,25,1
Bihar,Gopalganj,2025-10-30,50,75,0
Bihar,Gopalganj,2025-10-31,54,82,1
Bihar,Gopalganj,2025-11-01,8,33,0
Bihar,Gopalganj,2025-11-02,61,105,0
Bihar,Gopalganj,2025-11-03,22,59,2
Bihar,Gopalganj,2025-11-04,0,1,0
Bihar,Gopalganj,2025-11-05,62,152,1
Bihar,Gopalganj,2025-11-06,26,63,4
Bihar,Gopalganj,2025-11-07,17,45,0
Bihar,Gopalganj,2025-11-08,51,69,0
Bihar,Gopalganj,2025-11-09,25,44,0
Bihar,Gopalganj,2025-11-10,72,98,4
Bihar,Gopalganj,2025-11-11,35,81,4
Bihar,Gopalganj,2025-11-12,34,86,1
Bihar,Gopalganj,2025-11-13,23,59,2
Bihar,Gopalganj,2025-11-14,41,60,0
Bihar,Gopalganj,2025-11-15,102,176,3
Bihar,Gopalganj,2025-11-16,28,54,2
Bihar,Gopalganj,2025-11-17,23,35,1
Bihar,Gopalganj,2025-11-18,44,85,1
Bihar,Gopalganj,2025-11-19,68,89,0
Bihar,Gopalganj,2025-11-25,29,46,0
Bihar,Gopalganj,2025-12-15,183,290,1
Bihar,Gopalganj,2025-12-21,36,1,0
Bihar,Gopalganj,2025-12-22,190,5,0
Bihar,Gopalganj,2025-12-23,71,0,0
Bihar,Gopalganj,2025-12-24,51,90,5
Bihar,Gopalganj,2025-12-25,37,188,2
Bihar,Gopalganj,2025-12-26,48,113,0
Bihar,Gopalganj,2025-12-27,32,117,0
Bihar,Gopalganj,2025-12-28,36,97,0
Bihar,Gopalganj,2025-12-29,54,93,0
Bihar,Gopalganj,2025-12-31,55,358,0
Bihar,Gopalganj,2026-01-01,118,274,3
Bihar,Gopalganj,2026-01-02,54,150,1
Bihar,Gopalganj,2026-01-03,2,77,0
Bihar,Jamui,2025-04-01,1015,647,30
Bihar,Jamui,2025-05-01,245,292,13
Bihar,Jamui,2025-06-01,323,426,23
Bihar,Jamui,2025-06-09,52,73,0
Bihar,Jamui,2025-06-10,84,87,3
Bihar,Jamui,2025-06-11,32,45,0
Bihar,Jamui,2025-06-12,43,81,5
Bihar,Jamui,2025-06-13,48,66,3
Bihar,Jamui,2025-06-14,39,47,0
Bihar,Jamui,2025-06-15,26,22,0
Bihar,Jamui,2025-06-16,45,61,2
Bihar,Jamui,2025-06-17,47,90,3
Bihar,Jamui,2025-06-18,24,48,2
Bihar,Jamui,2025-06-19,37,84,1
Bihar,Jamui,2025-09-01,59,71,0
Bihar,Jamui,2025-09-02,59,88,1
Bihar,Jamui,2025-09-03,63,62,2
Bihar,Jamui,2025-09-04,33,43,0
Bihar,Jamui,2025-09-05,21,13,0
Bihar,Jamui,2025-09-06,66,77,2
Bihar,Jamui,2025-09-07,13,18,0
Bihar,Jamui,2025-09-08,94,92,0
Bihar,Jamui,2025-09-09,66,89,0
Bihar,Jamui,2025-09-10,53,78,3
Bihar,Jamui,2025-09-11,34,52,0
Bihar,Jamui,2025-09-12,49,46,0
Bihar,Jamui,2025-09-13,41,44,2
Bihar,Jamui,2025-09-14,15,13,0
Bihar,Jamui,2025-09-15,36,25,0
Bihar,Jamui,2025-09-16,34,52,1
Bihar,Jamui,2025-09-17,15,25,3
Bihar,Jamui,2025-09-18,37,34,0
Bihar,Jamui,2025-09-19,45,69,2
Bihar,Jamui,2025-09-20,30,64,2
Bihar,Jamui,2025-09-21,9,7,0
Bihar,Jamui,2025-09-22,13,37,0
Bihar,Jamui,2025-09-23,38,39,0
Bihar,Jamui,2025-09-24,32,49,0
Bihar,Jamui,2025-09-25,32,28,1
Bihar,Jamui,2025-09-26,18,29,1
Bihar,Jamui,2025-09-27,7,14,0
Bihar,Jamui,2025-09-28,1,8,0
Bihar,Jamui,2025-09-29,1,0,1
Bihar,Jamui,2025-10-13,111,138,13
Bihar,Jamui,2025-10-15,85,90,10
Bihar,Jamui,2025-10-16,52,68,10
Bihar,Jamui,2025-10-17,125,114,2
Bihar,Jamui,2025-10-18,75,98,4
Bihar,Jamui,2025-10-19,81,83,2
Bihar,Jamui,2025-10-20,25,35,0
Bihar,Jamui,2025-10-21,6,6,0
Bihar,Jamui,2025-10-22,0,1,1
Bihar,Jamui,2025-10-23,0,0,3
Bihar,Jamui,2025-10-24,46,43,5
Bihar,Jamui,2025-10-25,86,63,0
Bihar,Jamui,2025-10-26,31,43,2
Bihar,Jamui,2025-10-27,18,39,0
Bihar,Jamui,2025-10-28,18,38,1
Bihar,Jamui,2025-10-29,21,20,1
Bihar,Jamui,2025-10-30,58,42,1
Bihar,Jamui,2025-10-31,40,45,0
Bihar,Jamui,2025-11-01,18,22,0
Bihar,Jamui,2025-11-02,73,75,0
Bihar,Jamui,2025-11-03,24,17,2
Bihar,Jamui,2025-11-04,2,1,0
Bihar,Jamui,2025-11-05,129,112,0
Bihar,Jamui,2025-11-06,58,81,2
Bihar,Jamui,2025-11-07,61,54,1
Bihar,Jamui,2025-11-08,64,66,1
Bihar,Jamui,2025-11-09,60,48,2
Bihar,Jamui,2025-11-10,73,73,1
Bihar,Jamui,2025-11-11,27,25,1
Bihar,Jamui,2025-11-12,18,28,2
Bihar,Jamui,2025-11-13,14,21,0
Bihar,Jamui,2025-11-14,25,23,2
Bihar,Jamui,2025-11-15,122,80,1
Bihar,Jamui,2025-11-16,30,45,0
Bihar,Jamui,2025-11-17,25,10,0
Bihar,Jamui,2025-11-18,33,32,0
Bihar,Jamui,2025-11-19,103,59,0
Bihar,Jamui,2025-11-25,38,24,0
Bihar,Jamui,2025-12-15,99,91,0
Bihar,Jamui,2025-12-21,21,0,0
Bihar,Jamui,2025-12-22,120,3,0
Bihar,Jamui,2025-12-23,31,1,0
Bihar,Jamui,2025-12-24,27,18,5
Bihar,Jamui,2025-12-25,14,48,0
Bihar,Jamui,2025-12-26,66,44,0
Bihar,Jamui,2025-12-27,75,64,0
Bihar,Jamui,2025-12-28,74,61,0
Bihar,Jamui,2025-12-29,82,60,0
Bihar,Jamui,2025-12-31,134,156,6
Bihar,Jamui,2026-01-01,118,179,6
Bihar,Jamui,2026-01-02,88,102,4
Bihar,Jamui,2026-01-03,4,31,1
Bihar,Jehanabad,2025-04-01,78,292,48
Bihar,Jehanabad,2025-06-09,13,106,2
Bihar,Jehanabad,2025-06-10,11,97,1
Bihar,Jehanabad,2025-06-11,5,25,0
Bihar,Jehanabad,2025-06-12,11,82,1
Bihar,Jehanabad,2025-06-13,3,54,2
Bihar,Jehanabad,2025-06-14,4,48,1
Bihar,Jehanabad,2025-06-15,1,10,1
Bihar,Jehanabad,2025-06-16,8,77,2
Bihar,Jehanabad,2025-06-17,9,119,3
Bihar,Jehanabad,2025-06-18,6,61,2
Bihar,Jehanabad,2025-06-19,14,100,7
Bihar,Jehanabad,2025-07-01,27,219,10
Bihar,Jehanabad,2025-09-01,8,53,0
Bihar,Jehanabad,2025-09-02,12,77,2
Bihar,Jehanabad,2025-09-03,7,34,0
Bihar,Jehanabad,2025-09-04,8,22,0
Bihar,Jehanabad,2025-09-05,5,14,0
Bihar,Jehanabad,2025-09-06,9,30,0
Bihar,Jehanabad,2025-09-07,2,19,0
Bihar,Jehanabad,2025-09-08,13,51,0
Bihar,Jehanabad,2025-09-09,16,53,0
Bihar,Jehanabad,2025-09-10,12,70,1
Bihar,Jehanabad,2025-09-11,9,36,2
Bihar,Jehanabad,2025-09-12,11,43,0
Bihar,Jehanabad,2025-09-13,9,32,0
Bihar,Jehanabad,2025-09-14,6,21,0
Bihar,Jehanabad,2025-09-15,6,29,0
Bihar,Jehanabad,2025-09-16,8,58,2
Bihar,Jehanabad,2025-09-17,3,22,0
Bihar,Jehanabad,2025-09-18,10,50,0
Bihar,Jehanabad,2025-09-19,11,49,1
Bihar,Jehanabad,2025-09-20,7,48,0
Bihar,Jehanabad,2025-09-21,0,18,1
Bihar,Jehanabad,2025-09-22,8,31,0
Bihar,Jehanabad,2025-09-23,17,56,0
Bihar,Jehanabad,2025-09-24,5,31,0
Bihar,Jehanabad,2025-09-25,13,39,0
Bihar,Jehanabad,2025-09-26,15,48,0
Bihar,Jehanabad,2025-09-27,4,11,0
Bihar,Jehanabad,2025-09-28,1,5,0
Bihar,Jehanabad,2025-09-29,0,3,0
Bihar,Jehanabad,2025-09-30,0,1,0
Bihar,Jehanabad,2025-10-13,21,76,8
Bihar,Jehanabad,2025-10-15,12,69,4
Bihar,Jehanabad,2025-10-16,7,44,5
Bihar,Jehanabad,2025-10-17,12,69,1
Bihar,Jehanabad,2025-10-18,21,48,0
Bihar,Jehanabad,2025-10-19,22,58,1
Bihar,Jehanabad,2025-10-20,4,13,0
Bihar,Jehanabad,2025-10-21,0,11,0
Bihar,Jehanabad,2025-10-22,0,0,2
Bihar,Jehanabad,2025-10-23,0,1,25
Bihar,Jehanabad,2025-10-24,7,41,1
Bihar,Jehanabad,2025-10-25,25,84,3
Bihar,Jehanabad,2025-10-26,7,61,0
Bihar,Jehanabad,2025-10-27,6,36,0
Bihar,Jehanabad,2025-10-28,11,37,0
Bihar,Jehanabad,2025-10-29,8,24,1
Bihar,Jehanabad,2025-10-30,17,65,0
Bihar,Jehanabad,2025-10-31,13,50,1
Bihar,Jehanabad,2025-11-01,3,25,0
Bihar,Jehanabad,2025-11-02,20,89,1
Bihar,Jehanabad,2025-11-03,10,32,5
Bihar,Jehanabad,2025-11-04,0,2,0
Bihar,Jehanabad,2025-11-05,16,80,1
Bihar,Jehanabad,2025-11-06,4,38,0
Bihar,Jehanabad,2025-11-07,4,40,0
Bihar,Jehanabad,2025-11-08,11,53,2
Bihar,Jehanabad,2025-11-09,9,37,0
Bihar,Jehanabad,2025-11-10,20,55,0
Bihar,Jehanabad,2025-11-11,4,19,0
Bihar,Jehanabad,2025-11-12,0,16,1
Bihar,Jehanabad,2025-11-13,4,14,1
Bihar,Jehanabad,2025-11-14,2,13,0
Bihar,Jehanabad,2025-11-15,12,55,2
Bihar,Jehanabad,2025-11-16,4,23,1
Bihar,Jehanabad,2025-11-17,4,5,0
Bihar,Jehanabad,2025-11-18,10,49,1
Bihar,Jehanabad,2025-11-19,29,85,1
Bihar,Jehanabad,2025-11-25,12,61,2
Bihar,Jehanabad,2025-12-15,40,158,0
Bihar,Jehanabad,2025-12-21,14,0,0
Bihar,Jehanabad,2025-12-22,52,0,0
Bihar,Jehanabad,2025-12-23,26,1,0
Bihar,Jehanabad,2025-12-24,19,36,1
Bihar,Jehanabad,2025-12-25,7,86,2
Bihar,Jehanabad,2025-12-26,11,46,1
Bihar,Jehanabad,2025-12-27,11,49,0
Bihar,Jehanabad,2025-12-28,4,22,0
Bihar,Jehanabad,2025-12-29,13,29,0
Bihar,Jehanabad,2025-12-31,17,215,3
Bihar,Jehanabad,2026-01-01,35,142,0
Bihar,Jehanabad,2026-01-02,20,121,2
Bihar,Jehanabad,2026-01-03,0,38,1
Bihar,Kaimur (Bhabua),2025-04-01,146,199,12
Bihar,Kaimur (Bhabua),2025-05-01,273,642,22
Bihar,Kaimur (Bhabua),2025-06-01,165,536,10
Bihar,Kaimur (Bhabua),2025-06-09,26,112,1
Bihar,Kaimur (Bhabua),2025-06-10,20,72,2
Bihar,Kaimur (Bhabua),2025-06-11,18,46,0
Bihar,Kaimur (Bhabua),2025-06-12,22,77,0
Bihar,Kaimur (Bhabua),2025-06-13,18,79,0
Bihar,Kaimur (Bhabua),2025-06-14,11,67,1
Bihar,Kaimur (Bhabua),2025-06-15,2,10,1
Bihar,Kaimur (Bhabua),2025-06-16,30,84,0
Bihar,Kaimur (Bhabua),2025-06-17,37,115,0
Bihar,Kaimur (Bhabua),2025-06-18,13,56,0
Bihar,Kaimur (Bhabua),2025-06-19,44,121,2
Bihar,Kaimur (Bhabua),2025-07-01,264,420,10
Bihar,Kaimur (Bhabua),2025-09-01,30,67,0
Bihar,Kaimur (Bhabua),2025-09-02,29,86,0
Bihar,Kaimur (Bhabua),2025-09-03,42,89,0
Bihar,Kaimur (Bhabua),2025-09-04,55,74,0
Bihar,Kaimur (Bhabua),2025-09-05,4,5,0
Bihar,Kaimur (Bhabua),2025-09-06,36,46,0
Bihar,Kaimur (Bhabua),2025-09-07,8,11,0
Bihar,Kaimur (Bhabua),2025-09-08,44,67,0
Bihar,Kaimur (Bhabua),2025-09-09,52,59,0
Bihar,Kaimur (Bhabua),2025-09-10,41,76,1
Bihar,Kaimur (Bhabua),2025-09-11,61,52,2
Bihar,Kaimur (Bhabua),2025-09-12,43,95,0
Bihar,Kaimur (Bhabua),2025-09-13,35,53,0
Bihar,Kaimur (Bhabua),2025-09-14,2,4,0
Bihar,Kaimur (Bhabua),2025-09-15,30,48,0
Bihar,Kaimur (Bhabua),2025-09-16,30,86,0
Bihar,Kaimur (Bhabua),2025-09-17,19,42,0
Bihar,Kaimur (Bhabua),2025-09-18,33,56,0
Bihar,Kaimur (Bhabua),2025-09-19,29,52,0
Bihar,Kaimur (Bhabua),2025-09-20,21,27,0
Bihar,Kaimur (Bhabua),2025-09-21,1,6,1
Bihar,Kaimur (Bhabua),2025-09-22,22,46,0
Bihar,Kaimur (Bhabua),2025-09-23,28,45,0
Bihar,Kaimur (Bhabua),2025-09-24,29,49,0
Bihar,Kaimur (Bhabua),2025-09-25,23,58,0
Bihar,Kaimur (Bhabua),2025-09-26,19,26,0
Bihar,Kaimur (Bhabua),2025-09-27,9,12,0
Bihar,Kaimur (Bhabua),2025-09-28,1,1,0
Bihar,Kaimur (Bhabua),2025-09-29,2,4,0
Bihar,Kaimur (Bhabua),2025-09-30,0,1,0
Bihar,Kaimur (Bhabua),2025-10-13,30,65,4
Bihar,Kaimur (Bhabua),2025-10-15,34,53,2
Bihar,Kaimur (Bhabua),2025-10-16,10,23,5
Bihar,Kaimur (Bhabua),2025-10-17,75,72,1
Bihar,Kaimur (Bhabua),2025-10-18,46,65,1
Bihar,Kaimur (Bhabua),2025-10-19,50,32,0
Bihar,Kaimur (Bhabua),2025-10-20,5,16,0
Bihar,Kaimur (Bhabua),2025-10-21,4,2,0
Bihar,Kaimur (Bhabua),2025-10-22,0,1,0
Bihar,Kaimur (Bhabua),2025-10-23,0,0,1
Bihar,Kaimur (Bhabua),2025-10-24,22,28,2
Bihar,Kaimur (Bhabua),2025-10-25,56,58,0
Bihar,Kaimur (Bhabua),2025-10-26,15,27,0
Bihar,Kaimur (Bhabua),2025-10-27,12,11,0
Bihar,Kaimur (Bhabua),2025-10-28,25,24,0
Bihar,Kaimur (Bhabua),2025-10-29,15,16,1
Bihar,Kaimur (Bhabua),2025-10-30,30,46,1
Bihar,Kaimur (Bhabua),2025-10-31,27,46,0
Bihar,Kaimur (Bhabua),2025-11-01,7,3,0
Bihar,Kaimur (Bhabua),2025-11-02,58,63,0
Bihar,Kaimur (Bhabua),2025-11-03,14,9,0
Bihar,Kaimur (Bhabua),2025-11-04,1,0,0
Bihar,Kaimur (Bhabua),2025-11-05,57,60,0
Bihar,Kaimur (Bhabua),2025-11-06,26,19,1
Bihar,Kaimur (Bhabua),2025-11-07,13,14,0
Bihar,Kaimur (Bhabua),2025-11-08,17,25,0
Bihar,Kaimur (Bhabua),2025-11-09,23,19,0
Bihar,Kaimur (Bhabua),2025-11-10,30,24,0
Bihar,Kaimur (Bhabua),2025-11-11,16,16,3
Bihar,Kaimur (Bhabua),2025-11-12,4,4,0
Bihar,Kaimur (Bhabua),2025-11-13,5,3,0
Bihar,Kaimur (Bhabua),2025-11-14,10,5,0
Bihar,Kaimur (Bhabua),2025-11-15,59,60,0
Bihar,Kaimur (Bhabua),2025-11-16,20,25,0
Bihar,Kaimur (Bhabua),2025-11-17,10,9,0
Bihar,Kaimur (Bhabua),2025-11-18,26,37,0
Bihar,Kaimur (Bhabua),2025-11-19,94,69,4
Bihar,Kaimur (Bhabua),2025-11-25,17,36,0
Bihar,Kaimur (Bhabua),2025-12-15,110,162,0
Bihar,Kaimur (Bhabua),2025-12-21,20,2,0
Bihar,Kaimur (Bhabua),2025-12-22,101,0,0
Bihar,Kaimur (Bhabua),2025-12-23,26,0,0
Bihar,Kaimur (Bhabua),2025-12-24,22,30,5
Bihar,Kaimur (Bhabua),2025-12-25,19,51,1
Bihar,Kaimur (Bhabua),2025-12-26,27,23,0
Bihar,Kaimur (Bhabua),2025-12-27,18,22,0
Bihar,Kaimur (Bhabua),2025-12-28,27,10,0
Bihar,Kaimur (Bhabua),2025-12-29,25,35,1
Bihar,Kaimur (Bhabua),2025-12-31,54,146,1
Bihar,Kaimur (Bhabua),2026-01-01,63,112,0
Bihar,Kaimur (Bhabua),2026-01-02,34,69,0
Bihar,Kaimur (Bhabua),2026-01-03,0,23,0
Bihar,Katihar,2025-05-01,270,215,10
Bihar,Katihar,2025-06-01,488,463,34
Bihar,Katihar,2025-06-09,155,96,1
Bihar,Katihar,2025-06-10,160,118,0
Bihar,Katihar,2025-06-11,33,28,1
Bihar,Katihar,2025-06-12,162,110,0
Bihar,Katihar,2025-06-13,142,80,1
Bihar,Katihar,2025-06-14,95,77,0
Bihar,Katihar,2025-06-15,12,13,0
Bihar,Katihar,2025-06-16,141,109,4
Bihar,Katihar,2025-06-17,176,135,1
Bihar,Katihar,2025-06-18,125,101,1
Bihar,Katihar,2025-06-19,152,109,1
Bihar,Katihar,2025-09-01,176,102,0
Bihar,Katihar,2025-09-02,166,94,1
Bihar,Katihar,2025-09-03,166,73,0
Bihar,Katihar,2025-09-04,130,56,0
Bihar,Katihar,2025-09-05,34,16,1
Bihar,Katihar,2025-09-06,168,110,0
Bihar,Katihar,2025-09-07,14,9,0
Bihar,Katihar,2025-09-08,238,109,0
Bihar,Katihar,2025-09-09,230,110,0
Bihar,Katihar,2025-09-10,183,73,0
Bihar,Katihar,2025-09-11,167,86,0
Bihar,Katihar,2025-09-12,135,112,0
Bihar,Katihar,2025-09-13,157,80,0
Bihar,Katihar,2025-09-14,28,10,0
Bihar,Katihar,2025-09-15,131,52,0
Bihar,Katihar,2025-09-16,119,53,0
Bihar,Katihar,2025-09-17,78,50,0
Bihar,Katihar,2025-09-18,119,64,0
Bihar,Katihar,2025-09-19,149,74,0
Bihar,Katihar,2025-09-20,106,55,0
Bihar,Katihar,2025-09-21,2,1,0
Bihar,Katihar,2025-09-22,162,85,0
Bihar,Katihar,2025-09-23,182,66,1
Bihar,Katihar,2025-09-24,224,41,0
Bihar,Katihar,2025-09-25,169,66,1
Bihar,Katihar,2025-09-26,123,48,0
Bihar,Katihar,2025-09-27,57,19,1
Bihar,Katihar,2025-09-28,8,5,0
Bihar,Katihar,2025-09-29,10,3,1
Bihar,Katihar,2025-09-30,0,2,0
Bihar,Katihar,2025-10-13,316,100,6
Bihar,Katihar,2025-10-15,196,77,7
Bihar,Katihar,2025-10-16,139,53,4
Bihar,Katihar,2025-10-17,308,105,0
Bihar,Katihar,2025-10-18,262,99,0
Bihar,Katihar,2025-10-19,283,65,0
Bihar,Katihar,2025-10-20,71,19,0
Bihar,Katihar,2025-10-21,31,9,0
Bihar,Katihar,2025-10-23,1,0,0
Bihar,Katihar,2025-10-24,153,51,1
Bihar,Katihar,2025-10-25,176,61,0
Bihar,Katihar,2025-10-26,74,36,0
Bihar,Katihar,2025-10-27,77,34,0
Bihar,Katihar,2025-10-28,82,40,0
Bihar,Katihar,2025-10-29,65,25,0
Bihar,Katihar,2025-10-30,163,60,1
Bihar,Katihar,2025-10-31,114,47,5
Bihar,Katihar,2025-11-01,17,12,4
Bihar,Katihar,2025-11-02,164,66,1
Bihar,Katihar,2025-11-03,70,28,3
Bihar,Katihar,2025-11-04,5,2,0
Bihar,Katihar,2025-11-05,287,120,2
Bihar,Katihar,2025-11-06,131,43,3
Bihar,Katihar,2025-11-07,112,49,3
Bihar,Katihar,2025-11-08,125,45,3
Bihar,Katihar,2025-11-09,113,43,2
Bihar,Katihar,2025-11-10,180,78,2
Bihar,Katihar,2025-11-11,56,36,2
Bihar,Katihar,2025-11-12,42,13,3
Bihar,Katihar,2025-11-13,12,10,0
Bihar,Katihar,2025-11-14,32,15,0
Bihar,Katihar,2025-11-15,248,88,1
Bihar,Katihar,2025-11-16,83,33,2
Bihar,Katihar,2025-11-17,47,12,1
Bihar,Katihar,2025-11-18,178,45,0
Bihar,Katihar,2025-11-19,282,68,1
Bihar,Katihar,2025-11-25,112,48,0
Bihar,Katihar,2025-12-15,414,184,0
Bihar,Katihar,2025-12-21,73,1,0
Bihar,Katihar,2025-12-22,406,3,0
Bihar,Katihar,2025-12-23,147,4,0
Bihar,Katihar,2025-12-24,86,41,2
Bihar,Katihar,2025-12-25,69,67,3
Bihar,Katihar,2025-12-26,150,42,0
Bihar,Katihar,2025-12-27,131,45,0
Bihar,Katihar,2025-12-28,168,68,1
Bihar,Katihar,2025-12-29,157,40,1
Bihar,Katihar,2025-12-31,194,248,4
Bihar,Katihar,2026-01-01,350,171,1
Bihar,Katihar,2026-01-02,230,105,1
Bihar,Katihar,2026-01-03,20,38,0
Bihar,Khagaria,2025-06-09,66,110,1
Bihar,Khagaria,2025-06-10,71,101,4
Bihar,Khagaria,2025-06-11,28,50,2
Bihar,Khagaria,2025-06-12,48,70,4
Bihar,Khagaria,2025-06-13,42,93,1
Bihar,Khagaria,2025-06-14,24,38,2
Bihar,Khagaria,2025-06-15,4,4,0
Bihar,Khagaria,2025-06-16,65,102,3
Bihar,Khagaria,2025-06-17,88,148,7
Bihar,Khagaria,2025-06-18,64,98,2
Bihar,Khagaria,2025-06-19,75,118,0
Bihar,Khagaria,2025-09-01,88,132,2
Bihar,Khagaria,2025-09-02,74,103,1
Bihar,Khagaria,2025-09-03,88,82,2
Bihar,Khagaria,2025-09-04,59,61,1
Bihar,Khagaria,2025-09-05,42,37,5
Bihar,Khagaria,2025-09-06,66,77,0
Bihar,Khagaria,2025-09-07,5,12,2
Bihar,Khagaria,2025-09-08,92,69,1
Bihar,Khagaria,2025-09-09,82,86,1
Bihar,Khagaria,2025-09-10,62,65,0
Bihar,Khagaria,2025-09-11,65,83,5
Bihar,Khagaria,2025-09-12,73,101,0
Bihar,Khagaria,2025-09-13,39,40,3
Bihar,Khagaria,2025-09-14,2,14,1
Bihar,Khagaria,2025-09-15,32,33,0
Bihar,Khagaria,2025-09-16,48,56,1
Bihar,Khagaria,2025-09-17,31,27,2
Bihar,Khagaria,2025-09-18,66,41,0
Bihar,Khagaria,2025-09-19,76,75,0
Bihar,Khagaria,2025-09-20,29,35,0
Bihar,Khagaria,2025-09-21,1,1,0
Bihar,Khagaria,2025-09-22,45,54,0
Bihar,Khagaria,2025-09-23,89,51,1
Bihar,Khagaria,2025-09-24,87,47,0
Bihar,Khagaria,2025-09-25,64,49,1
Bihar,Khagaria,2025-09-26,50,30,0
Bihar,Khagaria,2025-09-27,14,17,1
Bihar,Khagaria,2025-09-28,3,9,0
Bihar,Khagaria,2025-09-29,8,6,0
Bihar,Khagaria,2025-09-30,0,4,0
Bihar,Khagaria,2025-10-13,100,85,3
Bihar,Khagaria,2025-10-15,82,84,2
Bihar,Khagaria,2025-10-16,49,44,4
Bihar,Khagaria,2025-10-17,135,114,0
Bihar,Khagaria,2025-10-18,53,53,0
Bihar,Khagaria,2025-10-19,81,74,1
Bihar,Khagaria,2025-10-20,10,14,0
Bihar,Khagaria,2025-10-21,7,8,0
Bihar,Khagaria,2025-10-22,0,2,0
Bihar,Khagaria,2025-10-23,0,0,1
Bihar,Khagaria,2025-10-24,26,39,0
Bihar,Khagaria,2025-10-25,95,57,0
Bihar,Khagaria,2025-10-26,28,33,0
Bihar,Khagaria,2025-10-27,21,16,0
Bihar,Khagaria,2025-10-28,14,17,0
Bihar,Khagaria,2025-10-29,13,6,0
Bihar,Khagaria,2025-10-30,62,33,1
Bihar,Khagaria,2025-10-31,50,62,0
Bihar,Khagaria,2025-11-01,7,20,0
Bihar,Khagaria,2025-11-02,63,61,0
Bihar,Khagaria,2025-11-03,22,17,0
Bihar,Khagaria,2025-11-04,1,2,0
Bihar,Khagaria,2025-11-05,69,63,1
Bihar,Khagaria,2025-11-06,12,35,3
Bihar,Khagaria,2025-11-07,13,23,1
Bihar,Khagaria,2025-11-08,32,28,0
Bihar,Khagaria,2025-11-09,23,20,2
Bihar,Khagaria,2025-11-10,48,47,0
Bihar,Khagaria,2025-11-11,34,29,0
Bihar,Khagaria,2025-11-12,40,53,1
Bihar,Khagaria,2025-11-13,29,31,0
Bihar,Khagaria,2025-11-14,45,32,2
Bihar,Khagaria,2025-11-15,113,99,1
Bihar,Khagaria,2025-11-16,36,38,1
Bihar,Khagaria,2025-11-17,21,15,0
Bihar,Khagaria,2025-11-18,54,45,1
Bihar,Khagaria,2025-11-19,125,76,1
Bihar,Khagaria,2025-11-25,57,61,1
Bihar,Khagaria,2025-12-15,254,186,0
Bihar,Khagaria,2025-12-21,80,0,0
Bihar,Khagaria,2025-12-22,260,8,0
Bihar,Khagaria,2025-12-23,67,5,0
Bihar,Khagaria,2025-12-24,65,69,2
Bihar,Khagaria,2025-12-25,43,100,0
Bihar,Khagaria,2025-12-26,83,71,1
Bihar,Khagaria,2025-12-27,82,71,0
Bihar,Khagaria,2025-12-28,128,83,0
Bihar,Khagaria,2025-12-29,68,47,1
Bihar,Khagaria,2025-12-31,122,285,12
Bihar,Khagaria,2026-01-01,155,169,3
Bihar,Khagaria,2026-01-02,121,104,2
Bihar,Khagaria,2026-01-03,6,43,1
Bihar,Kishanganj,2025-06-09,55,33,1
Bihar,Kishanganj,2025-06-10,60,36,1
Bihar,Kishanganj,2025-06-11,38,21,0
Bihar,Kishanganj,2025-06-12,69,36,0
Bihar,Kishanganj,2025-06-13,35,19,0
Bihar,Kishanganj,2025-06-14,37,23,2
Bihar,Kishanganj,2025-06-15,4,3,0
Bihar,Kishanganj,2025-06-16,66,36,2
Bihar,Kishanganj,2025-06-17,71,45,0
Bihar,Kishanganj,2025-06-18,66,27,0
Bihar,Kishanganj,2025-06-19,34,47,0
Bihar,Kishanganj,2025-09-01,74,32,0
Bihar,Kishanganj,2025-09-02,108,31,0
Bihar,Kishanganj,2025-09-03,118,42,1
Bihar,Kishanganj,2025-09-04,89,43,0
Bihar,Kishanganj,2025-09-05,30,11,0
Bihar,Kishanganj,2025-09-06,91,30,0
Bihar,Kishanganj,2025-09-07,130,20,0
Bihar,Kishanganj,2025-09-08,103,18,0
Bihar,Kishanganj,2025-09-09,113,38,0
Bihar,Kishanganj,2025-09-10,115,29,0
Bihar,Kishanganj,2025-09-11,116,40,0
Bihar,Kishanganj,2025-09-12,108,23,0
Bihar,Kishanganj,2025-09-13,67,24,0
Bihar,Kishanganj,2025-09-14,82,10,0
Bihar,Kishanganj,2025-09-15,68,12,1
Bihar,Kishanganj,2025-09-16,89,17,0
